created_at	reposts_count	comments_count	attitudes_count	text
2016-01-06	24	179	647	晚上好<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> 宝宝在回家路上啦～ stf总选投了两票给活三<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span>她竟然还嫌我投得少…天知道我多想分一票给咖啡店前台那个可爱的小姐姐<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_chijing-709027feca.png" style="width:1em;height:1em;" alt="[哆啦A梦吃惊]"></span>哎想浪的人太多五票完全不够阿（望天） ​​​
2016-01-07	24	159	650	生日快乐🎂 <a href='https://m.weibo.cn/n/SNH48-洪珮雲'>@SNH48-洪珮雲</a> ​​​
2016-01-10	27	139	578	晚上好～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> 不知何时开始宝宝不能靠脸吃饭了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c20969286b.png" style="width:1em;height:1em;" alt="[悲伤]"></span> 以前只要po自拍，现在还要编段子（但我还是正直的配了图 ​​​
2016-01-14	286	96	326	其实这样很容易就被发现了…进阶技能是自己编后面注雨果罗曼罗兰高尔基卡耐基…别问我怎么知道的<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span>我刚考完语文。
2016-01-18	42	122	464	<a href='https://m.weibo.cn/n/阿超里'>@阿超里</a> 怎么会忘啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span>～生日快乐🎂🎂🎂 ​​​
2016-01-19	13	110	573	可以可以<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span> ymj已经敢在我的桌子上养乌龟了 ​​​
2016-01-19	18	154	614	我还是一只坚定的五期汪！！<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span> ​​​
2016-01-19	18	181	650	刚刚和ymj在走廊遇到了一个六期生🌚 我们俩剪刀石头布输的去问名字 ​​​
2016-01-24	21	113	608	我在上海的几天里 每天菌菇都为了这个节目练舞练到两三点 <span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span> 我回来那天她累的倒在床上就睡着了 真的很辛苦。虽然结果还是很遗憾 但她在我心里是最棒的。
2016-01-25	35	170	811	我不明白为什么我还没回去就已经开始怼我了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> 不应该是对我充满思念之情吗 ​​​
2016-01-25	24	171	707	浪…什么啊<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png" style="width:1em;height:1em;" alt="[哆啦A梦微笑]"></span> 关于wuli三落选这件事 我深表遗憾 <span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span>明年不分票了（我投的五个stf只进了1个 ​​​
2016-01-26	15	122	601	Everyday is a new day.<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span> ​​​
2016-01-26	12	149	717	我是不是把ymj骂的太凶了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>她现在已经开始和她的乌龟讲话了 ​​​
2016-01-27	152	254	1126	这是一条智商超过280的博<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png" style="width:1em;height:1em;" alt="[喵喵]"></span> ​​​
2016-01-27	52	251	937	既我的英语水平被鄙视 数学水平被嘲讽之后 我只能来吹吹语文了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span> （怼我也没用我不听我不听我不听<br/><br/>塞纳河畔百花生，<br/>灼灼艳芬难自禁。<br/>姜杉自有美人出，<br/>珮珮爱我行不行。<br/>by清初汪才子 ​​​
2016-01-28	21	174	827	我也不是为了什么微博奖才更的那么勤快的 我像是那么看重名利的人吗 主要还是有奖金 ​​​
2016-01-30	268	533	2066	<a class='k' href='https://m.weibo.cn/k/%E6%9B%BE%E8%89%B3%E8%8A%AC0130%E7%94%9F%E6%97%A5%E5%BF%AB%E4%B9%90?from=feed'>#曾艳芬0130生日快乐#</a> 宝宝生日快乐～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span> ​​​
2016-01-30	22	182	873	所有人都觉得我在套路<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>实际上我在苦逼的写作业… ​​​
2016-01-31	17	119	722	去上学啦～☀️ ​​​
2016-01-31	35	136	841	666666<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-02-01	92	196	872	是竭力的挣扎…是殊死的搏斗…<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c20969286b.png" style="width:1em;height:1em;" alt="[悲伤]"></span> ​​​
2016-02-02	23	135	682	然而并没有找到end roll<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-7f3b022e72.png" style="width:1em;height:1em;" alt="[思考]"></span> ​​​
2016-02-02	53	323	919	学习是为了什么？我认为是使自己具备独立思考能力，简单来说为了不被比你聪明的人骗。以前不能理解为什么这么多人这么穷不去造反不去抢劫，现在突然明白这个社会由少数人掌控大多数人大多数资源并且主导思想是有它的道理的，因为有很多人真的非常愚蠢，却不觉得自己蠢；非常可悲，还乐在其中。 ​​​
2016-02-04	30	141	805	从宝宝到叔叔<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>再半年后就是爷爷噜 ​​​
2016-02-04	93	255	746	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>躺床上背英语背着背着我就睡着了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span>怎么办怎么办怎么办一会儿我妈要回来了 ​​​
2016-02-05	31	163	874	每次我喜欢的五期宝宝们都和我说 我好喜欢菌菇前辈啊 我喜欢的六期宝宝还是说 我好喜欢菌菇前辈啊 <span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span> 喜欢个鬼啊 ​​​
2016-02-05	12	155	758	我知道你们说想你了就是【束宝你该发自拍啦】的意思，我真的想你了就是【你真的该发自拍了】的意思。然而我还是装作听不懂的样子😁早上好！☀️ ​​​
2016-02-05	12	202	820	想打LOL…作业没写完…家里没电脑<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c20969286b.png" style="width:1em;height:1em;" alt="[悲伤]"></span> ​​​
2016-02-08	33	242	865	新年好啊!!❤️❤️ ​​​
2016-02-11	59	177	1107	P1P2是刚成室友的时候，当时根本没想到和她一起住生活那么精彩。P3。。。<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span>。P6是和谐号小火车。P8P9ymj终于过上了洗衣服拖地生猴子的生活（简称束攻不可逆。最后祝某人生日快乐🎂🎂成年了给我省点心<a href='https://m.weibo.cn/n/SNH48-闫明筠'>@SNH48-闫明筠</a> ​​​
2016-02-12	20	186	801	已经说了好多遍我家里真的有非常非常多条裤子 我奶奶还是非要拉着我去买<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_han-4ce3c6bac3.png" style="width:1em;height:1em;" alt="[汗]"></span> ​​​
2016-02-13	23	161	852	明天是什么节日不清楚的我 一不小心就错过<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> 反正对我而言是普通的补课第一天 ​​​
2016-02-14	57	258	916	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-02-18	24	181	817	自称宝宝还不是为了配合你们卖萌<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png" style="width:1em;height:1em;" alt="[喵喵]"></span> 不然我每天爸爸 爸爸的合适嘛 ​​​
2016-02-26	7	76	554	<a href='https://m.weibo.cn/n/SNH48-张韵雯--'>@SNH48-张韵雯--</a> 蚊子宝宝生日快乐～～🎂🎂 每次跟这个人合影都要弯腰<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span> 祝你新的一岁长高高 越来越可爱～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>么么哒～～ ​​​
2016-02-27	15	179	771	<a class='k' href='https://m.weibo.cn/k/%E6%99%92%E6%97%A7%E7%85%A7?from=feed'>#晒旧照#</a> 刚进团刚毕业<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span>虽然现在又滚回原点了。 ​​​
2016-02-28	38	199	776	体检测视力 我自信满满的背完了前四行 结果连棍都看不见<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-02-29	14	190	719	开心 买饭的时候阿姨问我初几的 我说我已经高三了😁 ​​​
2016-03-02	43	59	384	我的天！！怎么会这样<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-316a1a3ed5.png" style="width:1em;height:1em;" alt="[泪]"></span> 希望小姐姐没事！！祈福<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-3725445c33.png" style="width:1em;height:1em;" alt="[蜡烛]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-3725445c33.png" style="width:1em;height:1em;" alt="[蜡烛]"></span>
2016-03-02	11	54	670	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_shiwang-775c6c63ae.png" style="width:1em;height:1em;" alt="[失望]"></span>从知道到现在心情久久不能平息。虽然我们现在能做的只有等待，但希望符合条件的朋友可以去医院贡献一份力量。谢谢你们<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span>也希望大家多注意安全 平平安安。
2016-03-03	24	20	443	🙏🏻🙏🏻🙏🏻拜托大家了 //<a href='https://m.weibo.cn/n/SNH48-闫明筠'>@SNH48-闫明筠</a>:KKK//<a href='https://m.weibo.cn/n/SNH48-邵雪聪-'>@SNH48-邵雪聪-</a>:希望大家能够帮助我们的小姐姐！🙏🙏🙏每一个人的力量都很重要！谢谢大家！！！<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>
2016-03-03	239	366	1165	道理我都懂 为啥消防设施基本完善还要用盆来接水？？店家真可爱<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>
2016-03-05	13	158	823	是不是考了倒数第一我的柜子里也能出来个蓝胖子啊…并不想考试，尊烦啊[悲催]。 ​​​
2016-03-06	18	160	910	也许我们班男生每天讨论的是（做）功，受（力），给（分）吧… 是我腐耳听人基…<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span>每天都听不懂他们在讲什么 ​​​
2016-03-06	46	221	823	突然想起一件事。有一个六期的宝宝加了我微信 从来没跟我讲过话 然后有天突然找我 我还挺激动的以为什么事 结果她问我 能给我菌菇前辈的微信吗<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-03-07	16	187	738	终于找回了一点学习的热情<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span> 不是为了考试而学习的那种 单纯的喜欢 ​​​
2016-03-10	17	208	635	不喜欢新头像<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>真的有了一种迷之叔叔的感觉 ​​​
2016-03-10	17	294	876	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_taiyang-eebe0749ad.png" style="width:1em;height:1em;" alt="[太阳]"></span>In case I don't see ya', good afternoon, good evening and goodnight.<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> ​​​
2016-03-15	55	238	1020	ymj突然跟我说她到徐州了 吓了我一跳 我想不至于吧想我想得要命然后给我一个惊喜（吓）她是言情小说看多了吗 然后我望眼四周家里乱七八糟明天后天大后天大大后天还要上学 然后我又思考大半夜这傻子别走丢了我要不要去接她 然后 她跟我说她坐火车路过徐州 现在走了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-03-17	141	175	876	QAQ被这诚挚的友情深深地打动了
2016-03-20	24	111	927	<a href='https://m.weibo.cn/n/SNH48-费沁源--'>@SNH48-费沁源--</a> 圆圆生快 长大一岁还是小孩儿😌 谢谢一直以来帮我套路微信照顾珮珮😘 以后也要开开心心哒~ ​​​
2016-03-21	125	226	591	哪有那么麻烦…图上能看出来非洲是南半球 信风带南移 so 冬天
2016-03-26	51	177	801	超开心～和最爱的Team X合了百章～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-2ea4a8779a.png" style="width:1em;height:1em;" alt="[太开心]"></span> 虽然总是出去浪但最后还是要回家的<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span> 然后见到你们也超级超级开心啊<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span> Mua~ 最后 好好好我知道我胖了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>公演都快被勒死了。 ​​​
2016-03-26	46	223	837	要走啦 中老年人还没起哈哈哈哈哈哈哈哈哈哈<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png" style="width:1em;height:1em;" alt="[喵喵]"></span> ​​​
2016-03-26	19	177	624	<a href='https://m.weibo.cn/n/SNH48-林忆宁'>@SNH48-林忆宁</a> <a href='https://m.weibo.cn/n/SNH48-张嘉予_'>@SNH48-张嘉予_</a> 欢迎新宝宝！！！<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_haoaio-7e8b09c61e.png" style="width:1em;height:1em;" alt="[好爱哦]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_haoaio-7e8b09c61e.png" style="width:1em;height:1em;" alt="[好爱哦]"></span>亲亲抱抱举高高～ ​​​
2016-03-27	27	149	724	去上海浪了一圈口语考试一个字都没看。。。 ​​​
2016-03-31	11	191	713	不怼我就不能好好地说mc了是不是<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-04-03	15	170	872	假装和你们有时差<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span> 总算把作业水完了（并没有）明天我要中午再起<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-04-03	18	111	730	现在是万什莫维波·契作耶国晚间七点。由于本公举政务繁忙 最近都没怎么看微博。。谢谢菌束应援会的小伙伴们帮我监督ymj并按时汇报<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png" style="width:1em;height:1em;" alt="[喵喵]"></span> 原来在我不在的时候她又整了这么多夜蝶子<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-04-04	9	142	870	新发展了一项业务。。。下五子棋<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> 凭借我280的智商 轻轻松松地就输到了负分 生无可恋 ​​​
2016-04-09	12	172	769	孩子大了我也是管不了了。。<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-04-11	22	199	808	晚上好～4.17号会上X队一周年的公演噢！十分想见你们（真诚脸）以及回去把我身上的菌菇抗体分一些给我的小伙伴们<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_dalian-430a73461b.png" style="width:1em;height:1em;" alt="[打脸]"></span>讲真 对某人的套路表示深深的鸡肚！！！ ​​​
2016-04-12	29	122	581	保佑物理🙏🏻🙏🏻
2016-04-13	24	101	505	早安<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_taiyang-eebe0749ad.png" style="width:1em;height:1em;" alt="[太阳]"></span> 送你们一张叔的正义凝视<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span> <a data-url="http://t.cn/RqJUZSK" href="http://photo.weibo.com/h5/repost/reppic_id/1022:2307969f28de6d090835bb7957c9259f07738f?url_type=39&object_type=collection&pos=1&luicode=10000011&lfid=1076035491330253&ep=DqIuVum6w%2C5491330253%2CDqGeB4dbt%2C5402603748" data-hide=""><span class="url-icon"><img src="//h5.sinaimg.cn/upload/2015/01/21/20/timeline_card_small_photo_default.png"></span></i><span class="surl-text">查看图片</a>
2016-04-13	26	156	749	分享一个心机叔<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span> ​​​
2016-04-13	19	174	759	我是有多蠢 在综合评价申请资料上该上传一寸免冠照片的地方上传了一张自拍<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>提交了还不能改…… ​​​
2016-04-16	19	122	782	听说新的小恶心正在路上<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>你学电脑就是为了上淘宝焚尸灭迹的吗<a href='https://m.weibo.cn/n/SNH48-闫明筠'>@SNH48-闫明筠</a> ​​​
2016-04-17	27	169	710	一周年辣～谢谢你们噢～击掌(=´∀｀)人(´∀｀=)～本来想跳初恋小盗的 但是觉得b30大家为我投了糖也很值得纪念 所以想再跳一次～ 然后礼物我让菌菇带回中心了喔～没有不要辣～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>很开心～下次再见吧👋 ​​​
2016-04-18	11	217	775	好方。。明天考试。。。什么都没复习。。。<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-04-20	19	168	887	语文老师说看我长得好看多给我加了八分<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png" style="width:1em;height:1em;" alt="[哈哈]"></span> ​​​
2016-04-20	58	190	998	看着满屏的BEJ48 GNZ48有种开始饭敌军的感觉 说实话内心还有点小激动呢…<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xu-4d53192efb.png" style="width:1em;height:1em;" alt="[嘘]"></span> ​​​
2016-04-21	30	203	930	不禁被我们之间诚挚的友谊深深地打动了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-04-23	36	289	1106	宝宝从来不ps 我们八国联军混血儿天生就长酱紫 腿长三米二 日入两个亿 不许质疑我 因为显得你很low很cheap<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span> ​​​
2016-04-26	85	256	1020	每次看到五六期的宝宝们征集catch phrase 我就觉得真是too young too naive。身为一个征集了一年的前辈，一年来只征集到了【我住隔壁我姓王，你有困难我帮忙】【你们的孩子都像谁？王叔叔】这样的cp。然后唯一一次首演的时候讲的cp，被她们整整笑了一年<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-04-26	21	213	784	换回来了。。叔叔的凝视【盯—— ​​​
2016-04-30	12	106	558	这个星期都对我好点 多夸夸我 握手会盐不盐就全看你们表现了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span> ​​​
2016-05-01	85	122	643	我仿佛看到了多年后的你<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span> <a href='https://m.weibo.cn/n/SNH48-闫明筠'>@SNH48-闫明筠</a>
2016-05-03	39	322	861	对完答案的我决定回去种庄稼 ​​​
2016-05-08	18	235	756	一日桃吹~其实一直以来都很喜欢胖桃（但她已经有了2水 所以桃束还在树苗时…就长成了水蜜桃束<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span>）。关系那么好就不跟你客套了 祝你长大一岁越来越瘦～虽然很难 毕竟我队特色就是吃…发工资了 聚个餐吧 一周年了 聚个餐吧 握手会完了 聚个餐吧 [困死了] ​​​
2016-05-08	77	309	982	今天真是太开心辣！一起过的第二个生日了，谢谢你们一直陪着我<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png" style="width:1em;height:1em;" alt="[嘻嘻]"></span>～礼物和女饭套路手册灰常棒<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span>大家辛苦啦～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span> 宝宝们今天也超甜<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_qiuguanzhu-fab2d61cc5.png" style="width:1em;height:1em;" alt="[求关注]"></span>啊啊啊啊啊！！下次见面就是高考后啦～一起加油吧w祝自己18岁一周年快乐<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiaohaha-8698b3ad3f.png" style="width:1em;height:1em;" alt="[笑哈哈]"></span>🎂🎂～ ​​​
